t,x,y,z
1.1999999999999997,0.26837158203125,2.551910400390625,1.0
1.1999999999999997,0.26837158203125,2.551910400390625,1.0
1.1999999999999997,0.26837158203125,2.551910400390625,1.0
1.2999999999999994,0.11897997558116913,2.5033700466156006,1.0
1.2999999999999994,0.11897997558116913,2.5033700466156006,1.0
1.2999999999999994,0.11897997558116913,2.5033700466156006,1.0
1.399999999999999,-0.020979002118110657,2.4320573806762695,1.0
1.399999999999999,-0.020979002118110657,2.4320573806762695,1.0
1.399999999999999,-0.020979002118110657,2.4320573806762695,1.0
1.4999999999999987,-0.14805909991264343,2.339728355407715,1.0
1.4999999999999987,-0.14805909991264343,2.339728355407715,1.0
1.4999999999999987,-0.14805909991264343,2.339728355407715,1.0
1.5999999999999983,-0.25913119316101074,2.22865629196167,1.0
1.5999999999999983,-0.25913119316101074,2.22865629196167,1.0
1.5999999999999983,-0.25913119316101074,2.22865629196167,1.0
1.699999999999998,-0.3514602780342102,2.101576089859009,1.0
1.699999999999998,-0.3514602780342102,2.101576089859009,1.0
1.699999999999998,-0.3514602780342102,2.101576089859009,1.0
1.7999999999999976,-0.42277294397354126,1.961617112159729,1.0
1.7999999999999976,-0.42277294397354126,1.961617112159729,1.0
1.7999999999999976,-0.42277294397354126,1.961617112159729,1.0
1.8999999999999972,-0.4713132083415985,1.8122254610061646,1.0
1.8999999999999972,-0.4713132083415985,1.8122254610061646,1.0
1.8999999999999972,-0.4713132083415985,1.8122254610061646,1.0
1.999999999999997,-0.4958858788013458,1.6570796966552734,1.0
1.999999999999997,-0.4958858788013458,1.6570796966552734,1.0
1.999999999999997,-0.4958858788013458,1.6570796966552734,1.0
2.0999999999999965,-0.4958858788013458,1.5,1.0
2.0999999999999965,-0.4958858788013458,1.5,1.0
2.0999999999999965,-0.4958858788013458,1.5,1.0
2.199999999999996,-0.4713132083415985,1.3448542356491089,1.0
2.199999999999996,-0.4713132083415985,1.3448542356491089,1.0
2.199999999999996,-0.4713132083415985,1.3448542356491089,1.0
2.299999999999996,-0.42277294397354126,1.1954625844955444,1.0
2.299999999999996,-0.42277294397354126,1.1954625844955444,1.0
2.299999999999996,-0.42277294397354126,1.1954625844955444,1.0
2.3999999999999955,-0.3514602780342102,1.0555036067962646,1.0
2.3999999999999955,-0.3514602780342102,1.0555036067962646,1.0
2.3999999999999955,-0.3514602780342102,1.0555036067962646,1.0
2.499999999999995,-0.25913119316101074,0.9284235239028931,1.0
2.499999999999995,-0.25913119316101074,0.9284235239028931,1.0
2.499999999999995,-0.25913119316101074,0.9284235239028931,1.0
2.5999999999999948,-0.14805911481380463,0.8173514604568481,1.0
2.5999999999999948,-0.14805911481380463,0.8173514604568481,1.0
2.5999999999999948,-0.14805911481380463,0.8173514604568481,1.0
2.6999999999999944,-0.02097901701927185,0.7250223755836487,1.0
2.6999999999999944,-0.02097901701927185,0.7250223755836487,1.0
2.6999999999999944,-0.02097901701927185,0.7250223755836487,1.0
2.799999999999994,0.11897996068000793,0.6537097096443176,1.0
2.799999999999994,0.11897996068000793,0.6537097096443176,1.0
2.799999999999994,0.11897996068000793,0.6537097096443176,1.0
2.8999999999999937,0.26837158203125,0.605169415473938,1.0
2.8999999999999937,0.26837158203125,0.605169415473938,1.0
2.8999999999999937,0.26837158203125,0.605169415473938,1.0
2.9999999999999933,0.42351728677749634,0.5805967450141907,1.0
2.9999999999999933,0.42351728677749634,0.5805967450141907,1.0
2.9999999999999933,0.42351728677749634,0.5805967450141907,1.0
3.099999999999993,0.580596923828125,0.5805967450141907,1.0
3.099999999999993,0.580596923828125,0.5805967450141907,1.0
3.099999999999993,0.580596923828125,0.5805967450141907,1.0
3.1999999999999926,0.7357426285743713,0.605169415473938,1.0
3.1999999999999926,0.7357426285743713,0.605169415473938,1.0
3.1999999999999926,0.7357426285743713,0.605169415473938,1.0
3.2999999999999923,0.885134220123291,0.6537097096443176,1.0
3.2999999999999923,0.885134220123291,0.6537097096443176,1.0
3.2999999999999923,0.885134220123291,0.6537097096443176,1.0
3.399999999999992,1.0250931978225708,0.7250223755836487,1.0
3.399999999999992,1.0250931978225708,0.7250223755836487,1.0
3.399999999999992,1.0250931978225708,0.7250223755836487,1.0
3.4999999999999916,1.1521732807159424,0.8173514604568481,1.0
3.4999999999999916,1.1521732807159424,0.8173514604568481,1.0
3.4999999999999916,1.1521732807159424,0.8173514604568481,1.0
3.599999999999991,1.2632453441619873,0.9284235239028931,1.0
3.599999999999991,1.2632453441619873,0.9284235239028931,1.0
3.599999999999991,1.2632453441619873,0.9284235239028931,1.0
3.699999999999991,1.3555744886398315,1.0555036067962646,1.0
3.699999999999991,1.3555744886398315,1.0555036067962646,1.0
3.699999999999991,1.3555744886398315,1.0555036067962646,1.0
3.7999999999999905,1.4268871545791626,1.1954625844955444,1.0
3.7999999999999905,1.4268871545791626,1.1954625844955444,1.0
3.7999999999999905,1.4268871545791626,1.1954625844955444,1.0
3.89999999999999,1.4754273891448975,1.3448542356491089,1.0
3.89999999999999,1.4754273891448975,1.3448542356491089,1.0
3.89999999999999,1.4754273891448975,1.3448542356491089,1.0
3.99999999999999,1.5,1.5,1.0
3.99999999999999,1.5,1.5,1.0
3.99999999999999,1.5,1.5,1.0
4.099999999999989,1.5,1.6570796966552734,1.0
4.099999999999989,1.5,1.6570796966552734,1.0
4.099999999999989,1.5,1.6570796966552734,1.0
4.199999999999989,1.4754273891448975,1.8122254610061646,1.0
4.199999999999989,1.4754273891448975,1.8122254610061646,1.0
4.199999999999989,1.4754273891448975,1.8122254610061646,1.0
4.299999999999988,1.4268871545791626,1.961617112159729,1.0
4.299999999999988,1.4268871545791626,1.961617112159729,1.0
4.299999999999988,1.4268871545791626,1.961617112159729,1.0
4.399999999999988,1.3555744886398315,2.101576089859009,1.0
4.399999999999988,1.3555744886398315,2.101576089859009,1.0
4.399999999999988,1.3555744886398315,2.101576089859009,1.0
4.499999999999988,1.2632453441619873,2.22865629196167,1.0
4.499999999999988,1.2632453441619873,2.22865629196167,1.0
4.499999999999988,1.2632453441619873,2.22865629196167,1.0
4.599999999999987,1.1521732807159424,2.339728355407715,1.0
4.599999999999987,1.1521732807159424,2.339728355407715,1.0
4.599999999999987,1.1521732807159424,2.339728355407715,1.0
4.699999999999987,1.0250931978225708,2.4320573806762695,1.0
4.699999999999987,1.0250931978225708,2.4320573806762695,1.0
4.699999999999987,1.0250931978225708,2.4320573806762695,1.0
4.7999999999999865,0.885134220123291,2.5033700466156006,1.0
4.7999999999999865,0.885134220123291,2.5033700466156006,1.0
4.7999999999999865,0.885134220123291,2.5033700466156006,1.0
4.899999999999986,0.7357426285743713,2.551910400390625,1.0
4.899999999999986,0.7357426285743713,2.551910400390625,1.0
4.899999999999986,0.7357426285743713,2.551910400390625,1.0
4.999999999999986,0.580596923828125,2.5764830112457275,1.0
4.999999999999986,0.580596923828125,2.5764830112457275,1.0
4.999999999999986,0.580596923828125,2.5764830112457275,1.0
5.099999999999985,0.42351728677749634,2.5764830112457275,1.0
5.099999999999985,0.42351728677749634,2.5764830112457275,1.0
5.099999999999985,0.42351728677749634,2.5764830112457275,1.0
5.199999999999985,0.26837158203125,2.551910400390625,1.0
5.199999999999985,0.26837158203125,2.551910400390625,1.0
5.199999999999985,0.26837158203125,2.551910400390625,1.0
5.299999999999985,0.11897997558116913,2.5033700466156006,1.0
5.299999999999985,0.11897997558116913,2.5033700466156006,1.0
5.299999999999985,0.11897997558116913,2.5033700466156006,1.0
5.399999999999984,-0.020979002118110657,2.4320573806762695,1.0
5.399999999999984,-0.020979002118110657,2.4320573806762695,1.0
5.399999999999984,-0.020979002118110657,2.4320573806762695,1.0
5.499999999999984,-0.14805909991264343,2.339728355407715,1.0
5.499999999999984,-0.14805909991264343,2.339728355407715,1.0
5.499999999999984,-0.14805909991264343,2.339728355407715,1.0
5.599999999999984,-0.25913119316101074,2.22865629196167,1.0
5.599999999999984,-0.25913119316101074,2.22865629196167,1.0
5.599999999999984,-0.25913119316101074,2.22865629196167,1.0
5.699999999999983,-0.3514602780342102,2.101576089859009,1.0
5.699999999999983,-0.3514602780342102,2.101576089859009,1.0
5.699999999999983,-0.3514602780342102,2.101576089859009,1.0
5.799999999999983,-0.42277294397354126,1.961617112159729,1.0
5.799999999999983,-0.42277294397354126,1.961617112159729,1.0
5.799999999999983,-0.42277294397354126,1.961617112159729,1.0
5.899999999999983,-0.4713132083415985,1.8122254610061646,1.0
5.899999999999983,-0.4713132083415985,1.8122254610061646,1.0
5.899999999999983,-0.4713132083415985,1.8122254610061646,1.0
5.999999999999982,-0.4958858788013458,1.6570796966552734,1.0
5.999999999999982,-0.4958858788013458,1.6570796966552734,1.0
5.999999999999982,-0.4958858788013458,1.6570796966552734,1.0
6.099999999999982,-0.4958858788013458,1.5,1.0
6.099999999999982,-0.4958858788013458,1.5,1.0
6.099999999999982,-0.4958858788013458,1.5,1.0
6.1999999999999815,-0.4713132083415985,1.3448542356491089,1.0
6.1999999999999815,-0.4713132083415985,1.3448542356491089,1.0
6.1999999999999815,-0.4713132083415985,1.3448542356491089,1.0
6.299999999999981,-0.42277294397354126,1.1954625844955444,1.0
6.299999999999981,-0.42277294397354126,1.1954625844955444,1.0
6.299999999999981,-0.42277294397354126,1.1954625844955444,1.0
6.399999999999981,-0.3514602780342102,1.0555036067962646,1.0
6.399999999999981,-0.3514602780342102,1.0555036067962646,1.0
6.399999999999981,-0.3514602780342102,1.0555036067962646,1.0
6.4999999999999805,-0.25913119316101074,0.9284235239028931,1.0
6.4999999999999805,-0.25913119316101074,0.9284235239028931,1.0
6.4999999999999805,-0.25913119316101074,0.9284235239028931,1.0
6.59999999999998,-0.14805911481380463,0.8173514604568481,1.0
6.59999999999998,-0.14805911481380463,0.8173514604568481,1.0
6.59999999999998,-0.14805911481380463,0.8173514604568481,1.0
6.69999999999998,-0.02097901701927185,0.7250223755836487,1.0
6.69999999999998,-0.02097901701927185,0.7250223755836487,1.0
6.69999999999998,-0.02097901701927185,0.7250223755836487,1.0
6.799999999999979,0.11897996068000793,0.6537097096443176,1.0
6.799999999999979,0.11897996068000793,0.6537097096443176,1.0
6.799999999999979,0.11897996068000793,0.6537097096443176,1.0
6.899999999999979,0.26837158203125,0.605169415473938,1.0
6.899999999999979,0.26837158203125,0.605169415473938,1.0
6.899999999999979,0.26837158203125,0.605169415473938,1.0
6.999999999999979,0.42351728677749634,0.5805967450141907,1.0
6.999999999999979,0.42351728677749634,0.5805967450141907,1.0
6.999999999999979,0.42351728677749634,0.5805967450141907,1.0
7.099999999999978,0.580596923828125,0.5805967450141907,1.0
7.099999999999978,0.580596923828125,0.5805967450141907,1.0
7.099999999999978,0.580596923828125,0.5805967450141907,1.0
7.199999999999978,0.7357426285743713,0.605169415473938,1.0
7.199999999999978,0.7357426285743713,0.605169415473938,1.0
7.199999999999978,0.7357426285743713,0.605169415473938,1.0
7.299999999999978,0.885134220123291,0.6537097096443176,1.0
7.299999999999978,0.885134220123291,0.6537097096443176,1.0
7.299999999999978,0.885134220123291,0.6537097096443176,1.0
7.399999999999977,1.0250931978225708,0.7250223755836487,1.0
7.399999999999977,1.0250931978225708,0.7250223755836487,1.0
7.399999999999977,1.0250931978225708,0.7250223755836487,1.0
7.499999999999977,1.1521732807159424,0.8173514604568481,1.0
7.499999999999977,1.1521732807159424,0.8173514604568481,1.0
7.499999999999977,1.1521732807159424,0.8173514604568481,1.0
7.5999999999999766,1.2632453441619873,0.9284235239028931,1.0
7.5999999999999766,1.2632453441619873,0.9284235239028931,1.0
7.5999999999999766,1.2632453441619873,0.9284235239028931,1.0
7.699999999999976,1.3555744886398315,1.0555036067962646,1.0
7.699999999999976,1.3555744886398315,1.0555036067962646,1.0
7.699999999999976,1.3555744886398315,1.0555036067962646,1.0
7.799999999999976,1.4268871545791626,1.1954625844955444,1.0
7.799999999999976,1.4268871545791626,1.1954625844955444,1.0
7.799999999999976,1.4268871545791626,1.1954625844955444,1.0
7.8999999999999755,1.4754273891448975,1.3448542356491089,1.0
7.8999999999999755,1.4754273891448975,1.3448542356491089,1.0
7.8999999999999755,1.4754273891448975,1.3448542356491089,1.0
7.999999999999975,1.5,1.5,1.0
7.999999999999975,1.5,1.5,1.0
7.999999999999975,1.5,1.5,1.0
